Network name: graphs/VKOmgtu.net
Number of nodes: 9927
Number of edges: 35597
Number of single edges: 0
Number of mutual edges: 35597

Algorithm: sampling
Sampling parameter: 100000
Subgraph Size: 4

Generated: 1 random networks
   with locally constant number of bidirectional edges,
   3 exchanges per edge and 3 tries per edge.

Calculating in the original network took: 3 sec 640 ms

Randomization 0 took: 615 ms
Total time of a calculation: 7 sec 599 ms
-----
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
0.0;0.0;4.9E-324;4.9E-324;-Infinity;0.0
